"smiles","drug","drugs"
"[H][C@]1(F)CN(CC(=O)NC2=CC=C(C=C2F)N2C=CC=CC2=O)C[C@]1([H])NC(=O)C1=CC=C(Cl)S1","DB08143","DB08143"
"C[C@@H](NC(=O)[C@@H](C)NC(=O)[C@@H](CCC1=C(N[C@@H](SC1)[C@@H](NC(=O)CC1=CC=CC=C1)C(O)=O)C(O)=O)NC(=O)CC[C@@H](NC(C)=O)C(O)=O)C(O)=O","DB02136","DB02136"
"OCC(=O)COP(O)(O)=O","DB04326","DB04326"
"COC1=CC=C(C=C1OC1CCCC1)C(=O)NC1=C(Cl)C=NC=C1Cl","DB01791","DB01791"
"O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5","DB00844","DB00844"
"[H][C@]12C(=O)N(C(=O)[C@@]1([H])[C@@]1(CC[C@@]2([H])CC1)NC(=O)OCC(O)=O)C1=CC=C(NC(C)=O)C=C1","DB07784","DB07784"
"NC(N)=NC1=NC(=CS1)C1=CC=C(CNC2=NC3=C(N2)C=CC=C3)S1","DB02616","DB02616"
"[H][C@](N)(CSCCC(=O)NC1=CC2=C(C=C1)N=CN=C2NC1=CC=CC=C1)C(O)=O","DB07602","DB07602"
"CCCCN1C2=C(NC(CC3=CC=C(NC(C)=O)C=C3)=N2)C(=O)N(CC=C)C1=O","DB03267","DB03267"
"ONC(=O)CCCP([O-])([O-])=O","DB01695","DB01695"
"OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O","DB01852","DB01852"
"C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1","DB01074","DB01074"
"N[C@@H](CCCCNC(C(O)=O)C(O)=O)C(O)=O","DB01815","DB01815"
"[H][C@]1(CN(CC2=CC=C(F)C=C2)CCN1)C(=O)NCCCS","DB07737","DB07737"
"NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@@H](CO)[C@H](O)[C@H]1O","DB04441","DB04441"
"CC(=CC(O)=O)C(O)=O","DB04734","DB04734"
"CC1=C(C=C)C(NC1=O)=CC1=NC(=C/c2nc(C=C3NC(=O)C(C=C)=C3C)c(C)c2CCC(O)=O)C(CCC(O)=O)=C1C","DB02073","DB02073"
"[H][C@@](C)(NC)C(=O)N[C@]([H])(C(=O)N1CCC[C@@]1([H])C(=O)N[C@]1([H])CCCC2=C1C=CC=C2)C(C)(C)C","DB02628","DB02628"
"C1=CN(C=N1)[Os++]123n4ccccc4-c4ccccn14.c1ccn2c(c1)-c1ccccn31","DB03492","DB03492|DB04550"
"OC(=O)CN1C=C(CC2=NC3=C(S2)C(F)=CC(F)=C3F)C2=CC=CN=C12","DB08449","DB08449"
"FC(F)(F)C1=CC=CC=C1C1=CC=C(CC2C(=O)NC(=S)NC2=O)O1","DB01496","DB01496"
"CC=C1C(C)=C2C=C3N4C(=CC5=C(CCC(O)=O)C(C)=C6C=C7N8C(C=C1N2[Fe@]48N56)=C(C)C7=CC)C(CCC(O)=O)=C3C","DB03317","DB03317"
"CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1","DB00405","DB00405"
"COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1","DB00843","DB00843"
"CCCCCCCCCCCCCCCCS(F)(=O)=O","DB02035","DB02035"
"CC(C)OP(F)(=O)OC(C)C","DB00677","DB00677"
"CC1=CC(=NO1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1","DB01289","DB01289"
"CCC=C/CC=C/CC=C/CC=C/CC=C/CCCC(O)=O","DB00159","DB00159"
"C[C@H](N)[C@H](O)C1=CC(O)=C(O)C=C1","DB06707","DB06707"
"OC(=O)CC1=NN(CC2=NC3=C(S2)C=CC(=C3)C(F)(F)F)C(=O)C2=C1C=CC=C2","DB08772","DB08772"
"N[C@H](CO)CCCCNC(O)=O","DB02437","DB02437"
"N[C@@H](CCSC(F)F)C(O)=O","DB03816","DB03816"
"NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@](O)(=O)O[P@@](N)(O)=O)[C@H](O)[C@H]2O)C(=O)N1","DB02623","DB02623"
"CCCCCCCCCCCCCC(=O)CSCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N","DB02271","DB02271"
"[Fe+4].CC(=C)C1=NC=C/C2=C(CCC(O)=O)C(C)=C([N-]2)C=C2/N=C(/[O+]=C3[N-]C(=C/1)C(C)=C3C=C)C(C)=C2C=C","DB04803","DB04803"
"O[As](O)O","DB04456","DB04456"
"[H]N(CC)C(=O)N1CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1","DB08927","DB08927"
"O=C[C@@]([H])(C(C)C)[C@]1([H])N(CC[C@@]1([H])NS(=O)(=O)C)C(=O)C=CCN1CCCCC1","DB03890","DB03890"
"CCCCCCC(O)(P(O)(O)=O)P(O)(O)=O","DB06830","DB06830"
"CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O","DB01628","DB01628"
"CC=CC(=O)C(O)=O","DB02005","DB02005"
"NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@@](O)(=O)O[P@@](O)(=O)CP(O)(O)=O)[C@H](O)[C@H]2O)C(=O)N1","DB03725","DB03725"
"[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CCN1C)C2=C6)=C(O)C=C5)=CC(OC)=C4O)C=C3","DB01199","DB01199"
"NCCCC(=O)NC1=CC=C(OCC2=CC=CC=C2)C=C1","DB07104","DB07104"
"ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2","DB00208","DB00208"
"CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC2=CC=CC=C2C=C1","DB01232","DB01232"
"CCCCN1C(CC2=CC(OC)=C(OC)C(OC)=C2)=NC2=C(N)N=CN=C12","DB02754","DB02754"
"CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1","DB00235","DB00235"
"[H][C@@]12CC(=O)CC[C@@]1([H])C(C)(C)OC1=CC(=CC(O)=C21)C(C)(C)CCCCCC","DB00486","DB00486"
"[Mg++].C[N+](C)(C)CCO.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O","DB01401","DB01401"
"O[C@H]1C[C@@](O)(CC(=O)[C@@H]1O)C(O)=O","DB03868","DB03868"
"[H][C@](N)(CC(=O)N1CCCCCN1C(=O)C1=CC=CC=C1)CC1=C(F)C=C(F)C(F)=C1","DB08051","DB08051"
"[H][C@@](CS(=O)(=O)C[C@]1([H])CCC(=O)N1)(N[C@@]([H])(C1=CC=C(F)C=C1)C(F)(F)F)C(=O)NC1(CC1)C#N","DB07587","DB07587"
"[NH3+]C1CCCCC1","DB02995","DB02995"
"OC(=O)CC[C@H](CC1=CC=C(OCC2=CC=CC=C2)C=C1)NC(=O)CCCCCCC1=CC=CC=C1","DB04287","DB04287"
"N[C@@H](CCC[C@H](N)C(O)=O)C(O)=O","DB03590","DB03590"
"CCOP(=O)(OCC)OCC","DB03347","DB03347"
"[H][C@]1(C=C(CN1C(=O)N(C)C1CCNCC1)C1=CC(F)=CC=C1F)C1=CC=CC=C1","DB08239","DB08239"
"NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1","DB01262","DB01262"
"[N]=O","DB00435","DB00435"
"[H][C@]1(O)C[C@]([H])(O[C@]2([H])[C@@]([H])(N)[C@@]([H])(O)[C@@]([H])(CO)O[C@@]2([H])OCCCCCCCC)O[C@@]([H])(C)[C@@]1([H])O","DB07341","DB07341"
"O[C@H](C[C@H](O)C=CC1=C(N=C2C=CC=CC2=C1C1=CC=C(F)C=C1)C1CC1)CC(O)=O","DB08860","DB08860"
"NC1=CC2=NC3=C(C=CC(N)=C3)C=C2C=C1","DB01123","DB01123"
"[H][C@@]1(O)CC2=C3C=CC4=CC=CC5=CC=C(C=C2[C@@]([H])(O)[C@]1([H])O)C3=C45","DB07435","DB07435"
"CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1","DB00836","DB00836"
"CC1=NN=C(O1)C1=CC=C(C(C)=C1)C1=CC(=CC=C1C)C(=O)NC1CC1","DB07811","DB07811"
"[H][C@]1(CCCC)CC[S@@](=O)C1","DB02871","DB02871"
"CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1","DB00576","DB00576"
"COC1=CC(CC2C3=C(CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCC4=C(C2CC2=CC(OC)=C(OC)C(OC)=C2)C(OC)=C(OC)C(OC)=C4)C=C(OC)C(OC)=C3OC)=CC(OC)=C1OC","DB01135","DB01135"
"CC=C(/C)CCC=C(/C)CCC=C(C)C","DB07752","DB07752"
"FC1=CC=CC(F)=C1S(=O)(=O)N1CCN(CC1)S(=O)(=O)C1=CC=C2OCCOC2=C1","DB07692","DB07692"
"OC[C@@H](O)[C@H](O)[C@@H](O)CNC1=C(C(=O)NC(=O)N1)[N+]([O-])=O","DB04162","DB04162"
"OC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@H]2CO)[C@@H](O)[C@H](O)[C@H]1O","DB02061","DB02061|DB02743|DB03323"
"N[C@@H](CS[SeH])C(O)=O","DB03049","DB03049"
"NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@H](CCC(O)=O)C(O)=O)N2C=O)N1","DB03256","DB03256"
"[H][C@@](CC)(CO)NC1=NC2=C(N=CN2C(C)C)C(NCC2=CC=CC=C2O)=N1","DB04662","DB04662"
"CCNC(=O)OC","DB03919","DB03919"
"CC(=O)N[C@@H](CO)[C@@H](O)C1=CC=C(C=C1)[N+]([O-])=O","DB02608","DB02608"
"CNC(=O)C1=CN(N=C1)C1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(N)=N1","DB06213","DB06213"
"NC(=O)C1=C(C2=CC(Br)=CC=C2N1)S(=O)(=O)N1CCCC1","DB08211","DB08211"
"COP(=O)(N[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)OC","DB03392","DB03392"
"CCOC(=O)C(CCNC(=O)OC(C)(C)C)(CC1=CC=C(NS(O)(=O)=O)C=C1)C(=O)OCC","DB07068","DB07068"
"OC(=O)C(=O)NC1=C(C(O)=O)C2=C(CNCC2)S1","DB03670","DB03670"
"CCC1=C(SC=C1)C1=CC(O)=C(O)C=C1","DB08718","DB08718"
"[H][C@@](O)(COC1=CC=C(C=C1)C1CCCCC1)CN1CCN(CC1)C1=CC=CC=N1","DB08543","DB08543"
"O=C1N=CN=C2NNC=C12","DB00437","DB00437"
"CC1=CN([C@H]2C[C@@H](O)[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)O2)C(=O)NC1=O","DB03751","DB03751"
"BrC1=CC=C2C(=O)NC(=O)C(=C/NC3=CC=C(CN4CCCC4)C=C3)C2=C1","DB07156","DB07156"
"N[C@@H](CCCNC(N)=[NH+]CC=C)C(O)=O","DB03892","DB03892"
"[H][C@]1(O)CN(CC(=O)NC2=C(F)C=C(C=C2)N2C=CC=CC2=O)C[C@]1([H])NC(=O)C1=CC=C(Cl)S1","DB07875","DB07875"
"[H][C@@]1(F)CN(C)CC[C@]1([H])N(C)C(=O)N1CC(=C[C@@]1(CO)C1=CC=CC=C1)C1=CC(F)=CC=C1F","DB08037","DB08037"
"CC1=NC2=CC=C(NC(=O)NC3=CC4=C(C=C3)N=C(C)C=C4N)C=C2C(N)=C1","DB04452","DB04452"
"CCNS(=O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N","DB02162","DB02162"
"CC(C)C1=CC=C(N)C=C1","DB02114","DB02114"
"CN[C@@H]1C[C@@H]2O[C@](C)([C@@H]1OC)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O","DB02010","DB02010"
"O[C@@H]1COC(=C[C@H]1O)C(O)=O","DB03284","DB03284"
"CC(C)(C)C1=CC(SC(C)(C)SC2=CC(=C(OC(=O)CCC(O)=O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C","DB05399","DB05399"
"[H][C@](N)(CC1=CC=C(CC(F)(F)F)C=C1)C(O)=O","DB08617","DB08617"
"[H][C@@](CCCC1=CC=CC(OC2=CC=CC=C2)=C1)(P(O)(O)=O)S(O)(=O)=O","DB07420","DB07420"
"CN1C=NN=C1SC1=NC(C(=O)NC2=NC(C)=CS2)=C(SC2=CC=C(F)C=C2)C=C1","DB07359","DB07359"
"[H][C@]1(C)CNC(=O)C2=C1C1=CC(=CC=C1N2)C(=O)NC1=NC(=CS1)C(=O)NCCN(C)C","DB07406","DB07406"
"CC1=CN=C2C(=C1)C(C)=C(C)C1=C2[N+](C)=CC(C)=C1","DB02310","DB02310"
"NC(=S)C1=CC=C[N+](=C1)[C@@H]1O[C@@H](CO[P@]([O-])(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O","DB03893","DB03893"
"[H][C@]12CCC[C@H](N1C(=O)C(CCS2)NC(=O)[C@@H](S)CC1=CC=CC=C1)C(O)=O","DB00886","DB00886"
"CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1","DB00678","DB00678"
"COP(O)(=S)OC","DB04687","DB04687"
"O[C@H]1C[C@@H](O)[C@H](O)[C@@H](COP(O)(O)=O)O1","DB02604","DB02604"
"O[C@@H](C(C)(C)CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(=O)NCCC(=O)NCCSC(=O)C=CC1=CC=C(N(C)C)C=C1","DB04117","DB04117"
"O[C@H]([C@@H](O)[C@H](OCC1=CC=CC=C1F)C(=O)N[C@H]1[C@H](O)CC2=CC=CC=C12)[C@H](OCC1=CC=CC=C1F)C(=O)N[C@H]1[C@H](O)CC2=CC=CC=C12","DB02629","DB02629"
"[H][C@](CO)(NC1=NN2C(C=C1)=NC=C2C1=CC(N)=CC=C1)C(C)C","DB08004","DB08004"
"CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1","DB00308","DB00308"
"CN1CCN(CC1)NC(=S)NC1=CC=C(C=C1)S(N)(=O)=O","DB08202","DB08202"
"N[C@H](CO)C(=O)NS(=O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N","DB03869","DB03869"
"OP(O)(=O)OC1=CC=C(CC2=CC=C(OP(O)(O)=O)C=C2)C=C1","DB07480","DB07480"
"[H][C@]12CC[C@]([H])(C3=C(C=CC=C13)C(F)(F)F)[C@@]2([H])N","DB08128","DB08128"
"NCC1=CC=C(S1)C1=CC=CS1","DB07094","DB07094"
"OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1","DB00341","DB00341"
"[H][C@](N)(CCCC)C(O)(O)CNC1CC1","DB02408","DB02408"
"FC(F)(F)C1=CC=CC(NC2=NC(NC3=CC(NC(=O)C4CC4)=CC=C3)=NC=C2)=C1","DB07545","DB07545"
"CCCCNC1=CC(C)=NC2=NC(NC3=CC(Cl)=CC=C3C)=NN12","DB07128","DB07128"
"CCSC(N)=NC1=CC=CC=C1","DB03707","DB03707"
"O[C@H](COP(O)(O)=O)[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O","DB02470","DB02470"
"CC1=CC(OCCNC2=CC=[NH+]C=C2)=CC(NS(=O)(=O)C2=CC=CC=C2)=C1","DB07944","DB07944"
"[H][C@]1(OC(=C[C@H](N=C(N)N)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO","DB00558","DB00558"
"FC1=CNC(=O)NC1=O","DB00544","DB00544"
"FC1=CC(=CC(=C1)C(=O)NC1=CC=C2C=CN(CCC3=CC=NC=C3)C2=C1)N1CCOCC1","DB08730","DB08730"
"[H][C@@](N)(C[C@]([H])(CC1=CC2=CC=CC=C2C=C1)C(O)=O)C(O)=O","DB08272","DB08272"
"ClC1=C(N2CCN(CC#C)CC2)C(NC(=O)C2=CC=C(Br)O2)=CC=C1","DB08021","DB08021"
"[H][C@]1(C)O[C@@]([H])(N2C=C(I)C3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O","DB07173","DB07173"
"FC(F)(F)C1=CC=CC(NC(=O)NC2=NC=C(CCNC3=NC=NC4=C3SC=C4)S2)=C1","DB07360","DB07360"
"CP([O-])=O","DB02825","DB02825"
"[H][C@]1(CO)O[C@@]([H])(N2C(NCC3=CC=C(Cl)C(Cl)=C3)=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O","DB07045","DB07045"
"CC(C)CCCCCCCCCCCC[C@@H](C)CCCCCCCC(C)C","DB01913","DB01913"
"CC(C)(C)C1=CC(=CC=C1O)N=NC1=CC=CC=C1C(O)=O","DB08216","DB08216"
"[O-]C(=O)C=CC([O-])=O","DB01677","DB01677"
"OC(=O)C1=CC=C(O1)C1=CC=CC=C1C(F)(F)F","DB07759","DB07759"
"CCCCOC1=C(N)C=CC(=C1)C(=O)OCCN(CC)CC","DB00892","DB00892"
"[H][C@]12CC[C@]([H])(C[C@]([H])(C1)OC1C3=CC=CC=C3CCC3=C1C=CC=C3)[N+]2(C)C","DB07494","DB07494"
"CC(C)NCC(O)COC1=CC=CC2=C1C=CN2","DB00960","DB00960"
"[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O","DB01140","DB01140"
"CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O","DB00993","DB00993"
"CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1","DB03585","DB03585"
"COC[C@@H](NC(C)=O)C(=O)NCC1=CC=CC=C1","DB06218","DB06218"
"CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC","DB00868","DB00868"
"N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1","DB08877","DB08877"
"O=CNCC1=CC=CC=C1","DB02481","DB02481"
"[H][C@@]12CCCC[N@]1CC(=O)C1=C2N(CCCNS(=O)(=O)C(C)C)C2=C1C=CC=C2","DB01967","DB01967"
"[H][C@](N)(CC1=CC=CC=C1)C(=O)NCCOCCOCCNC(=O)C1=CC=C(C=C1)S(N)(=O)=O","DB07710","DB07710"
"[H][C@@](CC1=CC=C(NC(N)=N)C=C1)(NC(=O)CSC1=CC=C(Cl)C=C1)C(N)=O","DB07105","DB07105"
"NC(N)=NN=CC1=C(Cl)C=CC=C1Cl","DB00629","DB00629"
"CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12","DB00897","DB00897"
"CO[C@H]1C=CO[C@@]2(C)OC3=C(C2=O)C2=C(O)C(C=NN4CCN(C)CC4)=C(NC(=O)C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C","DB01045","DB01045"
"OC1=CC=C(C=C1)C1=C(Br)C2=C(C=C(O)C=C2)C1=O","DB07230","DB07230"
"OC[C@@H]1O[C@@](O)(CO)[C@H](O)[C@H]1O","DB04173","DB04173"
"[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](NC(=O)C1=C(O)C=C(C)N=C1)C1=CC=C(O)C=C1)C(O)=O","DB00430","DB00430"
"[H][C@]1(F)CC2C3C[C@H](C)[C@](OC(=O)CC)(C(=O)CCl)C3(C)CC(O)[C@]2(F)C2(C)C=CC(=O)C=C12","DB00596","DB00596"
"[H][C@]1(CNC(=O)C1)C1=CC(OC2CCCC2)=C(OC)C=C1","DB01954","DB01954"
"O[C@@H]1[C@@H](COP(O)(O)=O)O[C@@H]([C@H]1O)N1C=NC2=C1N=C[NH+]=C2SP(O)(O)=O","DB02682","DB02682|DB03146"
"[H][C@@](N)(CO)[C@@]([H])(O)C=C/CCCCCCCCCCCCC","DB03203","DB03203"
"OC(=O)C1=C(O)C(I)=CC(I)=C1","DB04674","DB04674"
"OC(=O)CCCC1=CC=CC=C1","DB02000","DB02000"
"[H][C@@](NC1=C(C=CC(C)=C1)C(C)=O)(C(N)=O)C1=C(Cl)C=CC=C1Cl","DB07332","DB07332"
"CC1=NC(=CN1CC1=C(Cl)C=CC=C1Cl)C1=NC(N)=NC=C1","DB08076","DB08076"
"N[C@@H](C[C@@H]1CO1)C(O)=O","DB03191","DB03191"
"CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CC(=N2)C#N","DB08347","DB08347"
"[H][C@@](C[P@](O)(=O)[C@@]([H])(NC(=O)OCC1=CC=CC=C1)C(C)C)(C(O)=O)C1=CC(CN)=CC=C1","DB07269","DB07269"
"[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1","DB01068","DB01068"
"CC1=CC=NC2=C3N=CC=C(C)C3=CC=C12","DB02586","DB02586"
"NC1=NC=CC=C1NCC1=CC=CC(=C1)C1=CN=CC=C1","DB07284","DB07284"
"[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1","DB00908","DB00908"
"[H][C@]12O[C@](O)([C@H](C)C[C@@H]1OC)C(=O)C(=O)N1CCCC[C@@]1([H])C(=O)O[C@@H]([C@@H](C)[C@@H](O)CC(=O)[C@H](CC)C=C(C)/C[C@H](C)C[C@@H]2OC)C(C)=C[C@@H]1CC[C@H](Cl)[C@@H](C1)OC","DB00337","DB00337"
"[H][C@](CC)(C1=CC=C(O)C=C1)[C@]([H])(CC)C1=CC=C(O)C=C1","DB07931","DB07931"
"O=CC=CN[C@@H](C(O)=O)[C@](C)(CN1C=CN=N1)[S](=O)=O","DB03445","DB03445|DB03834"
"COC1=C(F)C=C(C=C1)C1=C(Cl)N=CN1C1=CC=C(C=C1)S(N)(=O)=O","DB05095","DB05095"
"[H][C@@](CC1=CC=CC=C1)(C[N+]([O-])=O)C(O)=O","DB06924","DB06924"
"OCC([NH3+])(CO)CO.CCCCC[C@@](O)(C)C=C[C@H]1[C@@H](O)C[C@H](O)[C@@H]1CC=C/CCCC(=O)[O-]","DB00429","DB00429"
"NC(=O)[C@]1(O)O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]1O","DB02719","DB02719"
"C[C@@]1(OC[C@H]2O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]2O1)C(O)=O","DB04597","DB04597"
"OC1=CC=C2[C@H](N(CCC2=C1)C1=CC=CC=C1)C1=CC=C(C=C1)N1CCN2CCCC[C@@H]2C1","DB03802","DB03802"
"[H][C@]1(CC2=C(Cl)C=CC=C2)CCCN1C(=O)C1=CC(Br)=CC=C1N","DB08580","DB08580"
"CC[N+](CC)(CC)CC","DB08837","DB08837"
"CNCC1=CC=CC=C1C1=CC=CS1","DB07196","DB07196"
"OP(O)(=O)N[P@](O)(=O)OP(O)(O)=O","DB03075","DB03075"
"[H][C@@]1(CC2CCN(CC3=CC=CC=C3)CC2)CC2=CC(OC)=C(OC)C=C2C1=O","DB07701","DB07701"
"CN1C(=C(/O)NC2=CC=CC=N2)C(=O)C2=C(C=CS2)S1(=O)=O","DB00469","DB00469"
"[H][C@]1(CO[C@]2([H])[C@]([H])(CO[C@]12[H])OC1=CC=CC(=C1)C(N)=N)OC1=CC=C(C=C1)C(N)=N","DB04793","DB04793"
"CC(C)(CCl)C(=O)NC1=CC=C(C=C1)C(F)(F)F","DB07805","DB07805"
"OC(=O)CCCCC1=CC=CC=C1","DB04051","DB04051"
"NCCO[P@@](O)(=O)OC[C@@H](O)CO","DB03484","DB03484"
"CCCCCCCCC=CCCCCCCCC(O)=O","DB04224","DB04224"
"[H][C@](C)(C1=CC=CN1)C1=C2C=C(NC(N)=O)C=CC2=NC1=O","DB07132","DB07132"
"O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O","DB03800","DB03800"
"OC(=O)C1=C2CCCCC2=CC=C1NS(=O)(=O)C1=CC=CC=C1","DB07322","DB07322"
"[H][C@@]1(CCOC1=O)NC(=O)CCCCCCC","DB07928","DB07928"
"CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1","DB00950","DB00950"
"CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(O)=O)SCCS2","DB01348","DB01348"
"COC1=CC=C2NC(I)=C(CCNC(C)=O)C2=C1","DB08190","DB08190"
"N[C@H](CO)C(O)=O","DB03929","DB03929"
"[H][C@@](CC(C)C)(NC(=O)C1=CC=CO1)C(=O)N[C@@]([H])(CC1=CNC2=C1C=CC=C2)P(O)(O)=O","DB02046","DB02046"
"[H][C@](NC(=O)C1CCCCC1)(C(C)C)C(=O)NC1=CC=NC=C1","DB07560","DB07560"
"CN1CCN(CC1)C(=O)OC1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1","DB01198","DB01198"
"[H][C@]1(O)CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@@]([H])(O)CC[C@]4(C)[C@@]3([H])CC[C@]12C","DB03882","DB03882"
"NNC(=O)C1=CC=NC=C1","DB00951","DB00951"
"NC1=CC=CC(SC2=CC=C(C=CC(=O)N3CCOCC3)C(=C2C(F)(F)F)C(F)(F)F)=C1","DB07486","DB07486"
"NNC(=O)C1=CN2C=CC3=C(C=CC=C3)C2=N1","DB08758","DB08758"
"NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O","DB00811","DB00811"
"CC(C)[C@@H](C)C=C[C@@H](C)[C@@]1([H])CC[C@@]2([H])C(CCC[C@]12C)=CC=C1C[C@@H](O)CCC1=C","DB00153","DB00153"
"[O-]C(=O)C(=COP(=O)=O)C1=CC=CC=C1","DB02514","DB02514"
"[H][C@]1(CCCN1C(=O)CNC1CCCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N","DB06853","DB06853"
"[H][C@@]12C[C@@]3([H])C[C@@](C1)(C[C@@]([H])(C2)[C@@]3([H])NC(=O)C(C)(C)OC1=C(Cl)C=C(F)C=C1)S(C)(=O)=O","DB08277","DB08277"
"CO[C@@H]1[C@H](CC[C@@](O)(C)C1[C@@]1(C)O[C@@H]1CC=C(C)C)OC(=O)C=CC=CC=CC=CC(O)=O","DB02640","DB02640"
"CCCCCCCCCCCCCC[C@H](O)OC[C@H](O)CO[P@@](O)(=O)OC[C@H](N)C(O)=O","DB04136","DB04136"
"CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1","DB00289","DB00289"
